timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1709303163175,266,GET Contact List,200,OK,Worload Config 1-53,text,true,,1059,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,266,0,0
1709303163378,281,GET Contact List,200,OK,Worload Config 1-54,text,true,,1059,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,281,0,0
1709303163425,308,PATCH User,200,OK,Worload Config 1-55,text,true,,861,507,5,5,https://thinking-tester-contact-list.herokuapp.com/users/me,308,0,0
1709303162621,1136,POST Login,200,OK,Worload Config 1-56,text,true,,1262,456,5,5,https://thinking-tester-contact-list.herokuapp.com/users/login,1136,0,797
1709303163734,277,GET Contact List,200,OK,Worload Config 1-55,text,true,,1059,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,277,0,0
1709303163756,350,PATCH User,200,OK,Worload Config 1-56,text,true,,861,507,5,5,https://thinking-tester-contact-list.herokuapp.com/users/me,350,0,0
1709303162954,1165,POST Login,200,OK,Worload Config 1-57,text,true,,1262,456,5,5,https://thinking-tester-contact-list.herokuapp.com/users/login,1165,0,785
1709303164107,289,GET Contact List,200,OK,Worload Config 1-56,text,true,,1067,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,289,0,0
1709303163287,1124,POST Login,200,OK,Worload Config 1-58,text,true,,1270,456,5,5,https://thinking-tester-contact-list.herokuapp.com/users/login,1124,0,768
1709303164120,334,PATCH User,200,OK,Worload Config 1-57,text,true,,869,507,5,5,https://thinking-tester-contact-list.herokuapp.com/users/me,334,0,0
1709303163619,1090,POST Login,200,OK,Worload Config 1-59,text,true,,1270,456,6,6,https://thinking-tester-contact-list.herokuapp.com/users/login,1090,0,749
1709303164412,349,PATCH User,200,OK,Worload Config 1-58,text,true,,869,507,6,6,https://thinking-tester-contact-list.herokuapp.com/users/me,349,0,0
1709303164454,319,GET Contact List,200,OK,Worload Config 1-57,text,true,,1067,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,319,0,0
1709303164709,309,PATCH User,200,OK,Worload Config 1-59,text,true,,869,507,6,6,https://thinking-tester-contact-list.herokuapp.com/users/me,309,0,0
1709303164762,390,GET Contact List,200,OK,Worload Config 1-58,text,true,,1067,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,390,0,0
1709303163951,1335,POST Login,200,OK,Worload Config 1-60,text,true,,1270,456,6,6,https://thinking-tester-contact-list.herokuapp.com/users/login,1335,0,810
1709303165018,334,GET Contact List,200,OK,Worload Config 1-59,text,true,,1067,360,6,6,https://thinking-tester-contact-list.herokuapp.com/contacts,334,0,0
1709303164285,1205,POST Login,200,OK,Worload Config 1-61,text,true,,1266,456,5,5,https://thinking-tester-contact-list.herokuapp.com/users/login,1205,0,814
1709303165287,395,PATCH User,200,OK,Worload Config 1-60,text,true,,865,507,6,6,https://thinking-tester-contact-list.herokuapp.com/users/me,395,0,0
1709303164617,1147,POST Login,200,OK,Worload Config 1-62,text,true,,1266,456,6,6,https://thinking-tester-contact-list.herokuapp.com/users/login,1147,0,796
